Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Biber,2024-04-23 00:00:00,4429.65,21.51,6.33,43.45,8.21,2.4
Nane,2024-04-23 00:00:00,4893.81,24.94,5.37,74.72,3.36,0.54
Domates,2024-04-23 06:00:00,5345.02,22.92,5.78,52.88,8.53,1.33
Biber,2024-04-23 06:00:00,6365.78,28.1,8.9,49.68,1.49,1.28
Nane,2024-04-23 06:00:00,4129.94,17.41,3.31,60.83,1.5,1.41
Domates,2024-04-23 12:00:00,6444.15,27.29,5.66,68.27,12.54,2.8
Biber,2024-04-23 12:00:00,4818.93,24.98,6.16,47.08,6.14,1.95
Nane,2024-04-23 12:00:00,4937.62,17.27,3.39,60.29,7.59,0.88
Domates,2024-04-23 18:00:00,6517.36,19.22,7.17,57.41,14.5,2.44
Biber,2024-04-23 18:00:00,5442.42,26.91,7.84,58.41,9.28,1.24
Nane,2024-04-23 18:00:00,4499.66,22.14,4.88,63.69,0.26,0.64
Domates,2024-04-24 00:00:00,5702.57,23.9,7.38,62.41,7.84,1.47
Biber,2024-04-24 00:00:00,5561.59,29.56,8.67,51.1,4.72,1.75
Nane,2024-04-24 00:00:00,4640.58,20.2,3.09,71.04,5.3,1.41
Domates,2024-04-24 06:00:00,6832.93,25.42,5.14,51.13,5.97,1.64
Biber,2024-04-24 06:00:00,5233.73,20.18,6.34,58.14,7.19,2.06
Nane,2024-04-24 06:00:00,4862.74,24.79,5.42,68.73,7.91,1.38
Domates,2024-04-24 12:00:00,6711.96,24.55,6.8,56.22,7.89,2.17
Biber,2024-04-24 12:00:00,4689.66,25.92,7.08,51.35,6.55,2.06
Nane,2024-04-24 12:00:00,5369.25,15.99,3.76,69.33,1.53,1.05
Domates,2024-04-24 18:00:00,6098.09,23.22,7.27,68.44,4.08,2.32
Biber,2024-04-24 18:00:00,6742.08,20.41,7.64,43.35,2.47,2.18
Nane,2024-04-24 18:00:00,3234.9,16.47,4.18,77.55,2.24,0.87
Domates,2024-04-25 00:00:00,7964.75,20.71,5.54,63.26,2.74,2.1
Biber,2024-04-25 00:00:00,4042.85,28.32,6.74,59.02,0.46,1.1
Nane,2024-04-25 00:00:00,5714.85,18.32,3.3,76.98,4.66,0.51
Domates,2024-04-25 06:00:00,5198.14,24.14,6.13,65.44,6.21,2.08
Biber,2024-04-25 06:00:00,5267.96,26.68,7.72,52.22,5.45,1.41
Nane,2024-04-25 06:00:00,4784.96,21.98,5.75,65.04,1.54,0.72
Domates,2024-04-25 12:00:00,5573.26,27.08,6.21,56.44,5.17,1.8
Biber,2024-04-25 12:00:00,5735.58,21.77,6.14,55.15,6.03,1.74
Nane,2024-04-25 12:00:00,5124.48,19.57,3.08,73.27,5.54,1.01
Domates,2024-04-25 18:00:00,6985.88,19.97,6.46,65.87,12.8,1.91
Biber,2024-04-25 18:00:00,4402.17,22.38,7.99,52.28,2.63,1.72
Nane,2024-04-25 18:00:00,5272.83,20.23,3.56,64.36,4.47,1.31
Domates,2024-04-26 00:00:00,6242.45,26.27,5.0,63.16,1.51,1.49
Biber,2024-04-26 00:00:00,5309.04,23.68,7.61,43.94,7.49,1.97
Nane,2024-04-26 00:00:00,4008.92,24.27,5.67,69.25,0.76,1.09
Domates,2024-04-26 06:00:00,5725.37,22.9,5.39,50.16,1.37,2.12
Biber,2024-04-26 06:00:00,5675.27,29.35,8.06,41.18,8.65,2.27
Nane,2024-04-26 06:00:00,4076.47,22.2,3.9,75.53,1.66,0.91
Domates,2024-04-26 12:00:00,6788.14,18.71,5.89,63.86,12.46,2.44
Biber,2024-04-26 12:00:00,4077.56,27.67,8.0,57.87,9.06,2.43
Nane,2024-04-26 12:00:00,5816.25,16.17,4.01,77.08,6.19,0.82
Domates,2024-04-26 18:00:00,7268.98,18.74,5.77,56.44,7.68,1.09
Biber,2024-04-26 18:00:00,6331.73,21.17,6.78,57.75,7.12,1.43
Nane,2024-04-26 18:00:00,4021.9,18.76,4.77,64.04,7.68,1.36
Domates,2024-04-27 00:00:00,6518.39,25.34,7.58,56.45,11.04,1.1
Biber,2024-04-27 00:00:00,6263.73,23.12,7.42,58.81,5.03,1.15
Nane,2024-04-27 00:00:00,5321.3,20.1,4.67,63.02,0.38,1.46
Domates,2024-04-27 06:00:00,5432.75,26.82,5.18,69.58,4.82,1.07
Biber,2024-04-27 06:00:00,5858.59,27.92,7.13,45.7,6.61,1.43
Nane,2024-04-27 06:00:00,4096.9,23.64,3.51,69.06,1.12,1.08
Domates,2024-04-27 12:00:00,7796.62,27.94,6.34,65.51,2.31,2.2
Biber,2024-04-27 12:00:00,4656.71,26.24,6.61,48.89,6.16,1.02
Nane,2024-04-27 12:00:00,3395.64,24.77,5.92,79.28,4.03,0.81
Domates,2024-04-27 18:00:00,7376.21,26.58,5.68,62.14,14.59,2.92
Biber,2024-04-27 18:00:00,5977.8,24.38,8.62,45.19,2.98,1.87
Nane,2024-04-27 18:00:00,4563.26,16.69,3.68,68.78,7.86,1.47
Domates,2024-04-28 00:00:00,7902.29,24.43,6.41,56.9,7.62,1.6
Biber,2024-04-28 00:00:00,5121.99,23.19,6.01,56.85,0.32,2.16
Nane,2024-04-28 00:00:00,3405.5,19.48,4.31,64.77,5.42,0.61
Domates,2024-04-28 06:00:00,7933.01,18.66,6.82,63.23,5.46,2.52
Biber,2024-04-28 06:00:00,5555.72,24.95,7.63,49.0,6.49,1.63
Nane,2024-04-28 06:00:00,5374.03,18.79,3.54,78.48,5.7,0.79
Domates,2024-04-28 12:00:00,5023.77,20.37,7.52,66.34,6.97,1.79
Biber,2024-04-28 12:00:00,6552.87,22.98,7.46,42.34,7.01,1.01
Nane,2024-04-28 12:00:00,3949.54,18.93,4.84,63.87,6.87,0.51
Domates,2024-04-28 18:00:00,5485.27,22.13,7.66,54.12,7.97,1.3
Biber,2024-04-28 18:00:00,4217.05,24.81,6.37,50.95,2.48,1.19
Nane,2024-04-28 18:00:00,5595.21,16.27,4.06,69.92,6.89,1.26
Domates,2024-04-29 00:00:00,6542.99,26.63,5.35,51.97,8.45,2.58
Biber,2024-04-29 00:00:00,4584.77,28.05,6.11,50.26,8.46,0.82
Nane,2024-04-29 00:00:00,5475.62,17.24,5.23,61.41,5.72,0.58
Domates,2024-04-29 06:00:00,5010.4,21.04,7.34,65.57,0.92,1.97
Biber,2024-04-29 06:00:00,6450.14,21.21,6.66,43.54,2.01,2.03
Nane,2024-04-29 06:00:00,5592.17,20.44,4.13,73.83,1.78,1.26
Domates,2024-04-29 12:00:00,7192.9,27.95,5.57,58.45,2.53,1.45
Biber,2024-04-29 12:00:00,6297.16,20.49,8.46,51.76,1.73,1.74
Nane,2024-04-29 12:00:00,5635.12,21.12,4.26,61.63,0.67,1.26
Domates,2024-04-29 18:00:00,5517.52,26.16,7.49,63.77,2.41,2.84
Biber,2024-04-29 18:00:00,4592.72,21.59,6.81,44.56,8.98,1.65
Nane,2024-04-29 18:00:00,4959.73,20.71,3.13,72.21,2.24,1.08
Domates,2024-04-30 00:00:00,6282.81,18.73,5.78,69.02,13.02,2.97
Biber,2024-04-30 00:00:00,5145.58,21.92,7.9,40.7,4.16,2.42
Nane,2024-04-30 00:00:00,4922.37,22.24,3.51,77.92,5.38,0.97
Domates,2024-04-30 06:00:00,5972.92,26.97,5.73,58.33,6.51,1.62
Biber,2024-04-30 06:00:00,4388.27,28.05,7.78,45.34,1.12,1.33
Nane,2024-04-30 06:00:00,3371.76,17.13,4.0,78.19,5.42,1.5
Domates,2024-04-30 12:00:00,5957.21,22.39,6.02,59.53,3.14,2.13
Biber,2024-04-30 12:00:00,6511.28,24.61,7.27,57.6,1.56,1.76
Nane,2024-04-30 12:00:00,3138.19,15.98,3.5,63.46,1.03,1.2
Domates,2024-04-30 18:00:00,7068.78,20.96,6.91,51.25,13.6,1.25
Biber,2024-04-30 18:00:00,5712.09,24.97,8.34,42.42,2.52,1.16
Nane,2024-04-30 18:00:00,5269.02,22.3,3.07,68.23,1.09,0.77
Domates,2024-05-01 00:00:00,7767.94,26.47,6.9,53.11,5.59,2.96
Biber,2024-05-01 00:00:00,4299.83,25.89,6.38,54.67,0.69,1.82
Nane,2024-05-01 00:00:00,5307.87,24.55,5.57,76.47,4.0,1.07
Domates,2024-05-01 06:00:00,5344.19,22.04,7.34,60.08,1.57,1.78
Biber,2024-05-01 06:00:00,5857.54,22.75,6.18,48.77,3.34,1.17
Nane,2024-05-01 06:00:00,4188.22,17.62,5.78,60.32,7.39,0.58
Domates,2024-05-01 12:00:00,6239.63,26.67,7.08,52.13,13.25,1.5
Biber,2024-05-01 12:00:00,6513.58,26.75,8.74,48.88,2.5,1.9
Nane,2024-05-01 12:00:00,5520.31,21.46,4.92,70.59,5.32,0.5
Domates,2024-05-01 18:00:00,6895.41,24.86,6.77,59.83,4.88,1.18
Biber,2024-05-01 18:00:00,4395.79,23.34,8.43,41.35,8.44,0.9
Nane,2024-05-01 18:00:00,3736.65,16.74,4.24,70.67,0.29,1.44
Domates,2024-05-02 00:00:00,6429.8,25.81,7.99,59.32,11.87,1.09
Biber,2024-05-02 00:00:00,4005.88,25.41,7.38,52.22,9.74,2.16
Nane,2024-05-02 00:00:00,4105.22,18.37,3.78,61.9,2.92,0.94
Domates,2024-05-02 06:00:00,5361.95,24.2,6.2,52.04,5.82,2.7
Biber,2024-05-02 06:00:00,4510.16,29.81,6.82,44.66,2.86,2.33
Nane,2024-05-02 06:00:00,4286.87,23.24,5.19,61.42,3.35,1.45
Domates,2024-05-02 12:00:00,5415.37,23.27,6.86,64.66,1.69,2.45
Biber,2024-05-02 12:00:00,4095.42,25.43,8.99,55.62,5.97,1.56
Nane,2024-05-02 12:00:00,5079.78,18.03,3.42,62.12,2.3,1.47
Domates,2024-05-02 18:00:00,7531.82,27.93,6.9,61.7,14.18,2.77
Biber,2024-05-02 18:00:00,6216.65,20.51,7.1,57.98,4.67,1.17
Nane,2024-05-02 18:00:00,3325.31,20.6,5.06,60.44,3.49,1.19
Domates,2024-05-03 00:00:00,5497.08,20.15,5.85,59.52,7.04,2.0
Biber,2024-05-03 00:00:00,5422.19,28.13,8.97,41.53,0.31,2.29
Nane,2024-05-03 00:00:00,5766.7,21.49,4.67,66.57,6.9,0.8
Domates,2024-05-03 06:00:00,5787.98,22.89,7.49,53.57,4.64,1.22
Biber,2024-05-03 06:00:00,6551.82,22.51,8.52,44.91,6.04,1.45
Nane,2024-05-03 06:00:00,5447.1,21.35,4.94,74.14,7.03,0.91
Domates,2024-05-03 12:00:00,5518.85,25.24,5.57,51.83,2.06,2.12
Biber,2024-05-03 12:00:00,5889.61,28.5,8.75,48.13,9.03,1.59
Nane,2024-05-03 12:00:00,4859.01,23.14,4.01,61.31,0.91,1.19
Domates,2024-05-03 18:00:00,7762.86,24.0,7.47,51.81,5.67,2.4
Biber,2024-05-03 18:00:00,5800.66,25.92,6.55,51.29,4.97,1.73
Nane,2024-05-03 18:00:00,4131.25,21.06,5.77,76.55,2.24,1.09
Domates,2024-05-04 00:00:00,6160.08,28.0,6.29,57.2,8.75,2.58
Biber,2024-05-04 00:00:00,6611.14,20.85,6.27,49.54,6.11,1.18
Nane,2024-05-04 00:00:00,3452.18,15.74,5.8,76.57,1.14,0.66
Domates,2024-05-04 06:00:00,5231.06,25.98,5.36,54.67,7.68,2.13
Biber,2024-05-04 06:00:00,4681.98,24.31,8.58,42.77,4.25,1.8
Nane,2024-05-04 06:00:00,5526.29,20.0,4.55,63.86,2.49,1.0
Domates,2024-05-04 12:00:00,5753.04,20.34,6.31,61.78,14.19,1.66
Biber,2024-05-04 12:00:00,4429.21,25.86,7.63,53.54,7.46,1.64
Nane,2024-05-04 12:00:00,5781.6,19.31,4.17,78.93,4.49,0.61
Domates,2024-05-04 18:00:00,7867.62,22.86,6.57,65.38,0.12,2.7
Biber,2024-05-04 18:00:00,5779.66,24.82,7.9,42.64,9.11,0.97
Nane,2024-05-04 18:00:00,5657.45,15.06,3.83,64.51,5.83,0.65
Domates,2024-05-05 00:00:00,5607.53,27.07,6.07,52.9,7.35,2.22
Biber,2024-05-05 00:00:00,4675.65,25.28,6.85,43.86,9.33,1.92
Nane,2024-05-05 00:00:00,3676.83,20.15,3.03,70.75,4.91,1.5
Domates,2024-05-05 06:00:00,5071.16,25.94,6.6,64.04,4.41,1.49
Biber,2024-05-05 06:00:00,6378.71,20.01,8.22,53.12,6.25,1.47
Nane,2024-05-05 06:00:00,4803.27,23.01,4.91,68.64,4.24,0.62
Domates,2024-05-05 12:00:00,7405.99,26.08,5.69,63.37,11.74,2.69
Biber,2024-05-05 12:00:00,6451.98,27.29,7.73,42.44,7.15,1.12
Nane,2024-05-05 12:00:00,4288.97,16.95,5.88,61.65,3.55,0.68
Domates,2024-05-05 18:00:00,5660.06,26.03,7.21,66.54,6.85,1.88
Biber,2024-05-05 18:00:00,4618.62,29.02,6.46,51.71,1.01,2.29
Nane,2024-05-05 18:00:00,4894.75,17.47,5.02,79.43,4.39,1.12
Domates,2024-05-06 00:00:00,5167.78,26.77,5.9,68.09,14.33,2.18
Biber,2024-05-06 00:00:00,6176.15,21.36,6.36,52.78,7.8,2.02
Nane,2024-05-06 00:00:00,3904.31,18.11,4.03,62.34,6.27,0.57
Domates,2024-05-06 06:00:00,6092.55,26.1,5.08,64.16,9.95,2.8
Biber,2024-05-06 06:00:00,5775.29,27.41,8.06,53.25,2.24,2.24
Nane,2024-05-06 06:00:00,3620.61,19.97,4.62,62.29,3.43,1.0
Domates,2024-05-06 12:00:00,6294.24,26.5,5.58,67.44,13.53,2.41
Biber,2024-05-06 12:00:00,6332.72,22.47,6.29,59.25,3.86,1.28
Nane,2024-05-06 12:00:00,4241.54,16.13,4.81,63.09,1.39,0.68
Domates,2024-05-06 18:00:00,7854.08,18.45,6.37,63.61,5.88,2.47
Biber,2024-05-06 18:00:00,6769.08,25.77,8.25,53.0,0.89,1.94
Nane,2024-05-06 18:00:00,3570.06,21.77,3.77,64.37,1.61,0.58
Domates,2024-05-07 00:00:00,5991.89,19.3,6.96,60.9,7.33,1.21
Biber,2024-05-07 00:00:00,4629.88,26.66,7.95,52.51,2.56,2.37
Nane,2024-05-07 00:00:00,5064.94,21.32,3.6,72.49,2.87,1.18
Domates,2024-05-07 06:00:00,5661.54,24.99,5.64,50.83,8.87,2.94
Biber,2024-05-07 06:00:00,4906.19,20.01,7.25,50.56,2.6,2.07
Nane,2024-05-07 06:00:00,5217.39,22.84,3.76,65.49,0.43,0.65
Domates,2024-05-07 12:00:00,6168.67,21.66,7.63,54.61,9.04,1.84
Biber,2024-05-07 12:00:00,5073.5,21.62,6.95,54.54,1.81,1.28
Nane,2024-05-07 12:00:00,3811.36,22.36,3.09,74.23,7.08,1.15
Domates,2024-05-07 18:00:00,5489.78,26.54,5.45,56.62,11.71,2.92
Biber,2024-05-07 18:00:00,5309.15,26.36,6.43,47.98,3.19,1.14
Nane,2024-05-07 18:00:00,3548.11,16.0,4.8,71.35,7.68,0.71
Domates,2024-05-08 00:00:00,7456.62,27.64,6.16,64.8,1.36,2.48
Biber,2024-05-08 00:00:00,6664.01,21.51,7.06,44.89,3.9,2.14
Nane,2024-05-08 00:00:00,3192.27,24.1,3.17,73.62,7.48,0.87
Domates,2024-05-08 06:00:00,6758.03,27.54,6.31,53.16,7.78,1.96
Biber,2024-05-08 06:00:00,6101.79,23.2,6.09,47.82,5.11,2.16
Nane,2024-05-08 06:00:00,5026.43,15.52,4.9,78.5,1.91,1.17
Domates,2024-05-08 12:00:00,5776.71,24.16,5.57,62.78,11.58,2.92
Biber,2024-05-08 12:00:00,4577.55,28.58,8.23,40.63,2.98,2.49
Nane,2024-05-08 12:00:00,5784.39,24.66,5.16,73.88,1.47,1.2
Domates,2024-05-08 18:00:00,6017.6,24.78,6.85,63.0,2.83,1.7
Biber,2024-05-08 18:00:00,4140.1,22.94,8.7,59.01,5.16,1.58
Nane,2024-05-08 18:00:00,3578.38,19.33,5.88,65.48,2.33,1.25
Domates,2024-05-09 00:00:00,5956.4,20.35,5.37,64.37,0.99,2.29
Biber,2024-05-09 00:00:00,6700.39,28.5,8.55,48.01,8.35,1.0
Nane,2024-05-09 00:00:00,5425.4,22.06,4.03,69.14,7.09,0.68
Domates,2024-05-09 06:00:00,5164.98,24.05,6.82,51.77,5.34,1.44
Biber,2024-05-09 06:00:00,4655.96,20.63,8.56,48.55,2.4,1.78
Nane,2024-05-09 06:00:00,4143.76,22.36,4.75,68.38,5.64,0.95
Domates,2024-05-09 12:00:00,6289.86,18.24,6.27,50.07,5.26,1.85
Biber,2024-05-09 12:00:00,4052.38,28.84,6.66,59.17,3.74,1.95
Nane,2024-05-09 12:00:00,4589.94,21.86,3.77,64.78,4.0,1.02
Domates,2024-05-09 18:00:00,5922.55,22.96,6.2,60.15,4.76,1.08
Biber,2024-05-09 18:00:00,4296.63,29.42,7.63,49.28,8.11,1.83
Nane,2024-05-09 18:00:00,3081.89,18.66,3.13,60.83,5.2,0.62
Domates,2024-05-10 00:00:00,6918.65,23.09,7.22,68.78,13.87,2.04
Biber,2024-05-10 00:00:00,5285.75,23.28,8.71,57.46,6.36,1.13
Nane,2024-05-10 00:00:00,4405.26,23.53,3.44,61.41,4.93,1.48
Domates,2024-05-10 06:00:00,5963.38,19.84,6.47,60.27,6.91,2.62
Biber,2024-05-10 06:00:00,4597.49,25.01,6.27,42.42,4.14,1.05
Nane,2024-05-10 06:00:00,5962.21,21.04,4.53,79.48,7.05,1.47
Domates,2024-05-10 12:00:00,7156.63,20.18,5.07,57.9,2.12,1.22
Biber,2024-05-10 12:00:00,5416.44,24.06,6.65,57.92,9.43,1.18
Nane,2024-05-10 12:00:00,4923.69,24.78,4.27,76.46,2.2,0.97
Domates,2024-05-10 18:00:00,7303.89,23.24,7.07,69.09,11.32,1.26
Biber,2024-05-10 18:00:00,6960.89,20.49,7.3,50.76,0.62,2.37
Nane,2024-05-10 18:00:00,5226.48,22.58,4.23,72.23,0.82,0.72
Domates,2024-05-11 00:00:00,6222.15,27.52,7.17,68.17,10.03,1.66
Biber,2024-05-11 00:00:00,4314.25,28.95,7.13,44.58,8.39,0.82
Nane,2024-05-11 00:00:00,4908.3,17.81,5.87,75.59,3.24,0.61
Domates,2024-05-11 06:00:00,6623.13,25.81,5.54,68.59,13.9,2.85
Biber,2024-05-11 06:00:00,5349.89,25.63,8.85,44.05,6.59,2.38
Nane,2024-05-11 06:00:00,3819.32,19.33,4.21,78.85,5.9,0.57
Domates,2024-05-11 12:00:00,7658.09,23.71,7.0,60.87,9.24,2.69
Biber,2024-05-11 12:00:00,5959.83,22.98,7.14,43.35,6.98,1.4
Nane,2024-05-11 12:00:00,3779.56,18.75,5.99,68.46,7.88,1.4
Domates,2024-05-11 18:00:00,5450.5,21.58,6.51,53.35,6.39,2.72
Biber,2024-05-11 18:00:00,6979.61,22.99,8.16,55.83,9.09,2.03
Nane,2024-05-11 18:00:00,3936.97,17.39,5.76,74.56,6.66,0.82
Domates,2024-05-12 00:00:00,7062.96,27.47,5.7,52.0,4.14,1.2
Biber,2024-05-12 00:00:00,4912.68,25.2,6.95,57.08,5.34,1.2
Nane,2024-05-12 00:00:00,3448.89,21.89,5.19,70.58,4.23,0.61
Domates,2024-05-12 06:00:00,6205.89,22.79,5.88,68.87,4.54,2.24
Biber,2024-05-12 06:00:00,5905.18,25.2,6.81,49.81,6.81,1.34
Nane,2024-05-12 06:00:00,4392.47,21.55,3.04,69.08,6.19,0.8
Domates,2024-05-12 12:00:00,6805.4,27.64,5.64,59.27,10.15,1.8
Biber,2024-05-12 12:00:00,5076.54,24.52,7.56,58.82,4.57,2.24
Nane,2024-05-12 12:00:00,5049.94,15.75,4.53,66.85,4.34,1.03
Domates,2024-05-12 18:00:00,6074.33,22.83,5.45,64.67,7.19,2.47
Biber,2024-05-12 18:00:00,4764.41,27.66,6.28,42.47,9.74,1.02
Nane,2024-05-12 18:00:00,3545.76,20.06,4.95,64.54,5.72,1.01
Domates,2024-05-13 00:00:00,7662.91,20.83,5.18,65.58,7.91,2.64
Biber,2024-05-13 00:00:00,6335.14,27.69,6.79,43.81,9.34,2.33
Nane,2024-05-13 00:00:00,3677.3,21.28,4.02,79.17,0.4,1.48
Domates,2024-05-13 06:00:00,5551.48,22.76,6.94,68.01,10.56,2.15
Biber,2024-05-13 06:00:00,4209.37,25.2,8.49,44.9,5.6,0.87
Nane,2024-05-13 06:00:00,3539.44,24.96,3.7,71.49,5.96,1.38
Domates,2024-05-13 12:00:00,7728.84,26.77,6.31,51.24,7.72,1.61
Biber,2024-05-13 12:00:00,6446.28,20.07,8.73,52.58,8.78,1.42
Nane,2024-05-13 12:00:00,4963.47,19.86,4.36,75.66,3.84,1.05
Domates,2024-05-13 18:00:00,5683.15,19.82,7.89,54.27,6.95,1.26
Biber,2024-05-13 18:00:00,6412.89,22.58,8.22,41.96,0.01,2.12
Nane,2024-05-13 18:00:00,3617.07,20.56,4.22,66.4,0.99,0.61
Domates,2024-05-14 00:00:00,7580.4,18.43,7.11,50.13,6.41,1.39
Biber,2024-05-14 00:00:00,5326.01,29.79,6.5,56.37,7.09,2.35
Nane,2024-05-14 00:00:00,4651.09,16.58,4.51,73.06,5.05,0.71
Domates,2024-05-14 06:00:00,5558.02,25.3,6.99,54.84,12.21,2.9
Biber,2024-05-14 06:00:00,4865.21,23.94,8.5,42.42,7.49,0.95
Nane,2024-05-14 06:00:00,4682.58,18.49,3.79,74.29,0.29,1.23
Domates,2024-05-14 12:00:00,5015.56,20.75,5.82,66.43,10.54,2.56
Biber,2024-05-14 12:00:00,4061.63,21.04,8.17,42.63,2.2,1.22
Nane,2024-05-14 12:00:00,4987.54,20.41,4.18,73.29,6.2,1.1
Domates,2024-05-14 18:00:00,6151.93,21.3,6.36,69.35,11.12,1.18
Biber,2024-05-14 18:00:00,5454.27,21.69,7.17,42.74,8.49,0.88
Nane,2024-05-14 18:00:00,5015.36,18.43,5.22,76.05,0.82,0.86
Domates,2024-05-15 00:00:00,7971.0,27.36,6.93,69.63,8.84,1.1
Biber,2024-05-15 00:00:00,4075.92,20.53,6.85,47.44,7.9,1.16
Nane,2024-05-15 00:00:00,3727.68,18.86,3.96,60.92,6.39,1.05
Domates,2024-05-15 06:00:00,7387.08,18.27,5.94,61.33,4.33,1.23
Biber,2024-05-15 06:00:00,6679.55,23.21,8.12,47.87,2.62,1.4
Nane,2024-05-15 06:00:00,5989.46,23.22,3.44,66.4,1.5,0.54
Domates,2024-05-15 12:00:00,5210.06,26.03,5.56,66.29,14.9,1.37
Biber,2024-05-15 12:00:00,5870.96,23.35,7.04,47.42,6.06,1.31
Nane,2024-05-15 12:00:00,5845.25,15.38,3.8,60.42,5.81,0.72
Domates,2024-05-15 18:00:00,7381.19,26.36,7.09,66.74,13.29,2.02
Biber,2024-05-15 18:00:00,4189.05,27.27,8.34,43.79,5.7,1.85
Nane,2024-05-15 18:00:00,3797.69,16.15,4.31,71.55,3.19,0.7
Domates,2024-05-16 00:00:00,7025.4,22.67,5.07,64.35,11.88,2.58
Biber,2024-05-16 00:00:00,5900.59,24.45,6.63,40.21,4.63,0.84
Nane,2024-05-16 00:00:00,4337.21,16.02,4.87,72.1,0.44,0.56
Domates,2024-05-16 06:00:00,7951.33,22.21,6.6,65.19,6.93,2.84
Biber,2024-05-16 06:00:00,4050.4,29.7,6.33,57.1,1.53,2.42
Nane,2024-05-16 06:00:00,3877.81,17.04,3.93,68.2,0.68,1.36
Domates,2024-05-16 12:00:00,6602.08,18.57,5.23,59.94,4.8,1.94
Biber,2024-05-16 12:00:00,6157.62,20.3,6.89,55.9,8.32,2.06
Nane,2024-05-16 12:00:00,4465.04,17.41,5.07,68.64,3.1,1.2
Domates,2024-05-16 18:00:00,7406.04,19.3,7.7,64.7,14.21,2.14
Biber,2024-05-16 18:00:00,6493.68,26.07,6.06,44.83,8.81,2.34
Nane,2024-05-16 18:00:00,5074.8,17.79,4.82,74.52,2.26,1.42
Domates,2024-05-17 00:00:00,7060.19,20.01,6.2,61.35,13.15,1.22
Biber,2024-05-17 00:00:00,5168.06,26.96,6.68,49.14,2.06,0.84
Nane,2024-05-17 00:00:00,4110.32,20.33,3.28,79.68,1.64,0.69
Domates,2024-05-17 06:00:00,5056.98,20.66,7.22,64.21,11.71,1.75
Biber,2024-05-17 06:00:00,6204.69,29.98,7.8,52.89,2.48,0.96
Nane,2024-05-17 06:00:00,5006.21,17.43,4.8,67.69,7.64,0.9
Domates,2024-05-17 12:00:00,6805.91,21.46,5.21,67.77,11.48,2.85
Biber,2024-05-17 12:00:00,6940.94,25.03,7.09,52.95,4.15,1.36
Nane,2024-05-17 12:00:00,3317.68,24.89,5.41,75.23,6.83,1.12
Domates,2024-05-17 18:00:00,5288.82,24.98,5.18,54.91,13.22,1.35
Biber,2024-05-17 18:00:00,5096.5,22.56,6.45,40.23,5.72,2.23
Nane,2024-05-17 18:00:00,3200.36,16.08,5.82,61.04,3.4,0.68
Domates,2024-05-18 00:00:00,7948.13,27.84,7.82,50.71,9.47,2.82
Biber,2024-05-18 00:00:00,6092.03,28.46,7.68,46.31,4.52,1.27
Nane,2024-05-18 00:00:00,5274.74,17.42,5.06,65.5,3.39,0.56
Domates,2024-05-18 06:00:00,6004.37,25.38,5.68,62.8,11.91,2.0
Biber,2024-05-18 06:00:00,6696.27,28.17,7.2,47.09,8.35,2.27
Nane,2024-05-18 06:00:00,5296.95,15.02,5.98,62.59,4.67,1.46
Domates,2024-05-18 12:00:00,7987.96,19.06,7.67,67.31,9.7,2.22
Biber,2024-05-18 12:00:00,5696.53,23.77,6.48,54.49,3.26,1.04
Nane,2024-05-18 12:00:00,4401.13,20.18,5.66,60.91,6.77,0.95
Domates,2024-05-18 18:00:00,6344.42,27.48,7.37,66.06,10.56,1.39
Biber,2024-05-18 18:00:00,6946.36,21.17,8.06,50.0,7.2,1.09
Nane,2024-05-18 18:00:00,3296.86,21.28,4.59,68.03,0.75,0.94
Domates,2024-05-19 00:00:00,7246.53,26.54,7.9,67.44,4.11,1.48
Biber,2024-05-19 00:00:00,5701.26,22.66,8.56,46.99,4.31,1.8
Nane,2024-05-19 00:00:00,3963.36,19.69,5.31,78.92,3.6,1.36
Domates,2024-05-19 06:00:00,7644.07,19.37,5.17,60.05,8.66,2.87
Biber,2024-05-19 06:00:00,6682.72,29.95,8.83,52.42,1.5,2.14
Nane,2024-05-19 06:00:00,4535.17,20.65,3.56,70.94,6.16,1.45
Domates,2024-05-19 12:00:00,7760.85,24.21,5.75,60.02,10.89,2.75
Biber,2024-05-19 12:00:00,6984.11,27.62,6.33,53.32,1.64,1.82
Nane,2024-05-19 12:00:00,3489.57,23.62,5.98,60.02,0.48,1.34
Domates,2024-05-19 18:00:00,7020.62,23.22,6.91,68.15,3.67,1.27
Biber,2024-05-19 18:00:00,4765.43,23.41,8.28,45.95,3.83,1.25
Nane,2024-05-19 18:00:00,3435.32,15.22,3.77,75.02,3.3,1.22
Domates,2024-05-20 00:00:00,5183.27,21.56,6.14,58.55,1.9,2.35
Biber,2024-05-20 00:00:00,4782.31,28.21,8.89,49.62,7.07,1.9
Nane,2024-05-20 00:00:00,4285.74,21.11,4.92,69.44,7.31,0.91
Domates,2024-05-20 06:00:00,6412.36,18.69,7.18,54.45,12.9,1.32
Biber,2024-05-20 06:00:00,6235.55,21.89,7.85,59.04,3.45,0.91
Nane,2024-05-20 06:00:00,3492.48,23.02,3.43,75.69,3.33,0.71
Domates,2024-05-20 12:00:00,6448.34,26.33,6.3,61.91,13.98,1.33
Biber,2024-05-20 12:00:00,6119.78,21.81,7.2,54.42,0.79,0.8
Nane,2024-05-20 12:00:00,3940.27,22.0,4.5,61.68,1.84,0.73
